[E 260507 15:35:44 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'tradingsymbol': 'NIFTY', 'symboltoken': '99926000'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:35:45 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'tradingsymbol': 'BANKNIFTY', 'symboltoken': '99926009'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:35:45 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926000', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:04 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '17963', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:04 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '2475', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:05 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '13538', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:06 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:06 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11723', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:07 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '467', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '1232', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '20374', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:09 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '881', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:11 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3432', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:11 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '15083', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:12 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '694', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:13 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '157', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:13 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '910', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:14 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10940', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:15 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '21808', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:15 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '547', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:16 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '16669', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:17 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '1348', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:18 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '526', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:19 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '25', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:20 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '1363', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:20 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3103', 'interval': 'ONE_MINUTE', 'fromdate': '2026-05-06 09:15', 'todate': '2026-05-07 15:30'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
[E 260507 15:36:22 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/user/v1/logout. Error: Invalid API Key. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/user/v1/logout, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '32:b8:e6:76:6e:66', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'clientcode': 'P63523679'}, Response: {'success': False, 'message': 'Invalid API Key', 'errorCode': 'AG8004', 'data': ''}
